docs,validdate,text
BayVV_787_L_11948.html,02.11.2021,"
    
    787-LRichtlinie Einzelbetriebliche Investitionsförderung (EIF) Bekanntmachung des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forstenvom 11. März 2021, Az. G4-7271-1/1186(BayMBl. Nr. 256)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten über die Richtlinie Einzelbetriebliche Investitionsförderung (EIF) vom 11. März 2021 (BayMBl. Nr. 256), die durch Bekanntmachung vom 25. Oktober 2021 (BayMBl. Nr. 812) geändert worden ist
    
       1Grundlagen dieser Richtlinie sind:
      –
        
          Die Verordnung (EU) 2020/2220 des Europäischen Parlaments und des Rates vom 23. Dezember 2020 mit Übergangsbestimmungen für Förderung aus dem Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) und dem Europäischen Garantiefonds für die Landwirtschaft (EGFL) in den Jahren 2021 und 2022 und zur Änderung der Verordnungen (EU) Nr. 1305/2013, (EU) Nr. 1306/2013 und (EU) Nr. 1307/2013 in Bezug auf Mittel und Anwendbarkeit in den Jahren 2021 und 2022 und der Verordnung (EU) Nr. 1308/2013 hinsichtlich der Mittel und der Aufteilung dieser Förderung in den Jahren 2021 und 2022;
        
        
        –
        
          die Verordnung (EU) Nr. 1305/2013 des Europäischen Parlaments und des Rates vom 17. Dezember 2013 über die Förderung der ländlichen Entwicklung durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) und zur Aufhebung der Verordnung (EG) Nr. 1698/2005;
        
        
        –
        
          die Durchführungsverordnung (EU) Nr. 808/2014 der Kommission vom 17. Juli 2014 mit Durchführungsvorschriften zur Verordnung (EU) Nr. 1305/2013 des Europäischen Parlaments und des Rates über die Förderung der ländlichen Entwicklung durch den Europäischen Landwirtschaftsfonds für die Entwicklung des ländlichen Raums (ELER) einschließlich der einschlägigen dazu erlassenen delegierten Verordnungen und Durchführungsrechtsakte;
        
        
        –
        
          die Verordnung (EU) Nr. 1306/2013 des Europäischen Parlaments und des Rates vom 17. Dezember 2013 über die Finanzierung, die Verwaltung und das Kontrollsystem der Gemeinsamen Agrarpolitik und zur Aufhebung der Verordnungen (EWG) Nr. 352/78, (EG) Nr. 165/94, (EG) Nr. 2799/98, (EG) Nr. 814/2000, (EG) Nr. 1290/2005 und (EG) Nr. 485/2008 des Rates einschließlich der einschlägigen dazu erlassenen delegierten Verordnungen und Durchführungsrechtsakte;
        
        
        –
        
          die Delegierte Verordnung (EU) Nr. 640/2014 der Kommission vom 11. März 2014 zur Ergänzung der Verordnung (EU) Nr. 1306/2013 des Europäischen Parlaments und des Rates in Bezug auf das integrierte Verwaltungs- und Kontrollsystem und die Bedingungen für die Ablehnung oder Rücknahme von Zahlungen sowie für Verwaltungssanktionen im Rahmen von Direktzahlungen, Entwicklungsmaßnahmen für den ländlichen Raum und der Cross-Compliance;
        
        
        –
        
          die Verordnung (EU) Nr. 1407/2013 der Kommission vom 18. Dezember 2013 über die Anwendung der Artikel 107 und 108 des Vertrags über die Arbeitsweise der Europäischen Union auf De-minimis-Beihilfen;
        
        
        –
        
          die Durchführungsverordnung (EU) Nr. 809/2014 der Kommission vom 17. Juli 2014 mit Durchführungsbestimmungen zur Verordnung (EU) Nr. 1306/2013 des Europäischen Parlaments und des Rates hinsichtlich des integrierten Verwaltungs- und Kontrollsystems, der Maßnahmen zur Entwicklung des ländlichen Raums und der Cross-Compliance;
        
        
        –
        
          die Durchführungsverordnung (EU) Nr. 908/2014 der Kommission vom 6. August 2014 mit Durchführungsbestimmungen zur Verordnung (EU) Nr. 1306/2013 des Europäischen Parlaments und des Rates hinsichtlich der Zahlstellen und anderen Einrichtungen, der Mittelverwaltung, des Rechnungsabschlusses und der Bestimmungen für Kontrollen, Sicherheiten und Transparenz;
        
        
        –
        
          der Rahmenplan der Gemeinschaftsaufgabe „Verbesserung der Agrarstruktur und des Küstenschutzes“ in der jeweils geltenden Fassung;
        
        
        –
        
          das Entwicklungsprogramm für den ländlichen Raum in Bayern 2014–2020;
        
        
        –
        
          die Art. 23 und 44 der Bayerischen Haushaltsordnung (BayHO) und die Verwaltungsvorschriften (VV) hierzu.
        
        
       2Die Förderung erfolgt ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel.
       3Mit der jeweiligen Anrede (z. B. „Antragsteller“, „Zuwendungsempfänger“) sind in dieser Richtlinie einschließlich aller Anlagen und Formulare alle Geschlechter gleichermaßen angesprochen.
    
    
    
    
    
    
  
"
BayVV_787_L_12290.html,01.09.2021,"
    
    787-LRichtlinie Bayerisches Sonderprogramm Landwirtschaft Digital Bekanntmachung des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forstenvom 18. August 2021, Az. G4-7271-1/1196(BayMBl. Nr. 620)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten über die Richtlinie Bayerisches Sonderprogramm Landwirtschaft Digital vom 18. August 2021 (BayMBl. Nr. 620)
    
       1Grundlagen dieser Richtlinie sind
      –
        
          die Bayerische Haushaltsordnung (BayHO), insbesondere Art. 23 und 44 BayHO sowie die zugehörigen Verwaltungsvorschriften (VV) und
        
        
        –
        
          die Verordnung (EU) Nr. 702/2014.
        
        
       2Die Förderung erfolgt ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel.
       3Diese Richtlinie wurde in Anwendung des Art. 14 der Verordnung (EU) Nr. 702/2014 erlassen und bei der EU-Kommission freigestellt.
       4Mit der jeweiligen Anrede (z. B. „Antragsteller“, „Zuwendungsempfänger“) sind in dieser Richtlinie alle Geschlechter gleichermaßen angesprochen.
    
    
    
    
    
    
    
  
"
BayVV_787_L_12981.html,14.04.2022,"
    
    787-LRichtlinie zur Förderung operationeller Gruppen im Rahmen der Europäischen Innovationspartnerschaft „Produktivität und Nachhaltigkeit in der Landwirtschaft“ (EIP-Agri) Bekanntmachung des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forstenvom 14. April 2022, Az. G2-7020-1/322(BayMBl. Nr. 281)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Ernährung, Landwirtschaft und Forsten über die Richtlinie zur Förderung operationeller Gruppen im Rahmen der Europäischen Innovationspartnerschaft „Produktivität und Nachhaltigkeit in der Landwirtschaft“ (EIP-Agri) vom 14. April 2022 (BayMBl. Nr. 281)
    
    
    
    
    
  
"
BayVV_810_A_12871.html,17.03.2022,"
    
     810-ARichtlinie zur Förderung von Maßnahmen für den Arbeitsmarkt aus dem Arbeitsmarktfonds (AMF) – AMF-Förderrichtlinie Bekanntmachung des Bayerischen Staatsministeriums für Familie, Arbeit und Sozialesvom 25. Februar 2022, Az. I1/6063-1/91(BayMBl. Nr. 173)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Familie, Arbeit und Soziales über die Richtlinie zur Förderung von Maßnahmen für den Arbeitsmarkt aus dem Arbeitsmarktfonds (AMF) – AMF-Förderrichtlinie vom 25. Februar 2022 (BayMBl. Nr. 173)
    
       1Die Bayerische Staatsregierung hat mit dem AMF die Arbeitsmarktpolitik als einen Schwerpunkt definiert und sich zum Ziel gesetzt, die Arbeitsmarktförderung insbesondere auf marktbenachteiligte Menschen zu fokussieren. 2Der Freistaat Bayern gewährt nach Maßgabe dieser Richtlinie und der allgemeinen haushaltsrechtlichen Bestimmungen (insbesondere der Verwaltungsvorschriften zu den Art. 23 und 44 der Bayerischen Haushaltsordnung – BayHO, einschließlich der Allgemeinen Nebenbestimmungen für Zuwendungen zur Projektförderung – ANBest-P – und für Zuwendungen zur Projektförderung an kommunale Körperschaften – ANBest-K) Zuwendungen für Maßnahmen der Qualifizierung und Arbeitsförderung. 3Die Förderung erfolgt ohne Rechtsanspruch im Rahmen der verfügbaren Haushaltsmittel. 4Die Entscheidung über die Gewährung der Zuwendungsbewilligung wird nach pflichtgemäßem Ermessen getroffen; die Auswahl der Projekte erfolgt gemeinsam mit der Arbeitsgruppe AMF.
    
    
    
    
  
"
BayVwV101445.html,26.11.2020,"
    
    2003.4-ISatzung der Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB) Bekanntmachung des Bayerischen Staatsministeriums des Innernvom 2. Oktober 2007, Az. IB3-0046.1-0(AllMBl. S. 511)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums des Innern über die Satzung der Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB) vom 2. Oktober 2007 (AllMBl. S. 511), die zuletzt durch Bekanntmachung vom 12. November 2020 (BayMBl. Nr. 678, Nr. 806) geändert worden ist
    
      Nachfolgend wird die von der Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB) am 3. Mai 2007 beschlossene und vom Staatsministerium des Innern am 2. Oktober 2007 nach § 3 Satz 2 der Verordnung über die Anstalt für Kommunale Datenverarbeitung in Bayern (AKDB) genehmigte Satzung bekannt gemacht:
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
  
"
BayVwV123847.html,30.06.2008,"
    
    2025-IMuster einer Beitrags- und Gebührensatzung zur Entwässerungssatzung Bekanntmachung des Bayerischen Staatsministeriums des Innernvom 20. Mai 2008, Az. IB4-1421.1-166(AllMBl. S. 350)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums des Innern über Muster einer Beitrags- und Gebührensatzung zur Entwässerungssatzung vom 20. Mai 2008 (AllMBl. S. 350)
    
      Gemäß Art. 2 Abs. 2 KAG wird die im Folgenden abgedruckte Mustersatzung einer Beitrags- und Gebührensatzung zur Entwässerungssatzung (BGS/EWS) mit Erläuterungen erlassen.
    
    
    
    
  
"
BayVwV151469.html,27.01.2003,"
    
    2012.1-IVollzug des Polizeiaufgabengesetzes Bekanntmachung des Bayerischen Staatsministeriums des Innernvom 28. August 1978, Az. IC2-2808.1-1(MABl. S. 629)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums des Innern über den Vollzug des Polizeiaufgabengesetzes vom 28. August 1978 (MABl. S. 629), die zuletzt durch Bekanntmachung vom 2. Dezember 2002 (AllMBl. 2003 S. 4) geändert worden ist
    
      Für den Vollzug des Polizeiaufgabengesetzes vom 24. August 1978 (GVBl S. 561) wird Folgendes bestimmt:
    
    
    
  
"
BayVwV151525.html,01.12.2017,"
    
  
  
  
    
      
      
        2193-FVollzug des Abmarkungsgesetzes durch die staatlichen Vermessungsbehörden (Abmarkungsbekanntmachung – AbmBek)
        
					
					Bekanntmachung des Bayerischen Staatsministeriums der Finanzenvom 28. Mai 2008, Az. 74 - VM 1013 - 17 006/08
        (FMBl. S. 135)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen über den Vollzug des Abmarkungsgesetzes durch die staatlichen Vermessungsbehörden (Abmarkungsbekanntmachung – Abek) vom 28. Mai 2008 (FMBl. S. 135), die durch Bekanntmachung vom 18. Oktober 2017 (FMBl. S. 516) geändert worden ist
        
          
			Der Vollzug des Abmarkungsgesetzes - AbmG - vom 6. August 1981 (BayRS 219-2-F) obliegt den nach dem Gesetz zuständigen Behörden und den Feldgeschworenen. Die Tätigkeit der Feldgeschworenen bei der Abmarkung ist in der Feldgeschworenenordnung - FO - vom 16. Oktober 1981 (GVBl S. 475, FMBl S. 333) und in der Feldgeschworenenbekanntmachung – Bekanntmachung des Bayerischen Staatsministeriums der Finanzen - vom 19. November 2003 (FMBl S. 329) abschließend geregelt. Für die Abmarkung durch die staatlichen Vermessungsbehörden wird Folgendes bestimmt:
		
    
  

"
BayVwV151716.html,01.10.2022,"
    
     2002-FGeschäftsordnung für das Landesamt für Finanzen (LfFGO) Bekanntmachung des Bayerischen Staatsministeriums der Finanzenvom1. August 2005, Az. 41 - O 1800 - 009 - 31449/05(FMBl. S. 150)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen über die Geschäftsordnung für das Landesamt für Finanzen (LfFGO) vom 1. August 2005 (FMBl. S. 150), die zuletzt durch Bekanntmachung vom 20. September 2022 (BayMBl. Nr. 554) geändert worden ist
    
      Nachstehend wird die Geschäftsordnung für das Landesamt für Finanzen (LfFGO) bekannt gegeben. Die LfFGO gilt für das Landesamt für Finanzen in Ergänzung zur Allgemeinen Geschäftsordnung – AGO – vom 12. Dezember 2000 (GVBl S. 873) in der jeweils gültigen Fassung. Sie ersetzt die bisherige Geschäftsordnung für die Bezirksfinanzdirektionen des Freistaates Bayern vom 22. März 2002 (FMBl S. 78).
      Weigert
      Ministerialdirektor
       Geschäftsordnung für das Landesamt für Finanzen 
       (LfFGO) 
    
    
    
    
    
    
    
    
    
  
"
BayVwV153858.html,01.11.2006,"
    
    3121.0-JVerfahren bei Anhaltspunkten für einen nicht natürlichen Todesfall, bei ungeklärter Todesart und bei Auffinden von unbekannten Leichen sowie Verfahren beim Auffinden von Leichen in sonstigen Fällen Gemeinsame Bekanntmachung der Bayerischen Staatsministerien der Justiz, des Innern, für Umwelt, Gesundheit und Verbraucherschutz und der Finanzenvom 24. August 2006, Az. 4103 – II – 8371/01, IC2-2473-2, 322k-G8070-2005/1-10, 46-L 0430-001-5604/06(JMBl. S. 174)
    Zitiervorschlag: Gemeinsame Bekanntmachung der Bayerischen Staatsministerien der Justiz, des Innern, für Umwelt, Gesundheit und Verbraucherschutz und der Finanzen über das Verfahren bei Anhaltspunkten für einen nicht natürlichen Todesfall, bei ungeklärter Todesart und bei Auffinden von unbekannten Leichen sowie Verfahren beim Auffinden von Leichen in sonstigen Fällen vom 24. August 2006 (JMBl. S. 174)
    
      Zum Vollzug des § 159 der Strafprozessordnung (StPO) und des § 4 der Bestattungsverordnung (BestV) vom 1. März 2001 (GVBl S. 92, ber. S. 190) sowie zum Verfahren beim Auffinden von Leichen in sonstigen Fällen wird bestimmt:
    
    
    
    
    
    
  
"
BayVwV153873.html,23.01.2007,"
    
    2003.4-JDienstvereinbarung über die Einführung, Anwendung und erhebliche Änderung des Fachverfahrens forumSTAR samt Textsystem bei den Gerichten im Geschäftsbereich des Bayerischen Staatsministeriums der Justiz Bekanntmachung des Bayerischen Staatsministeriums der Justizvom 1. Dezember 2006, Az. 1518 b - VI - 6242/04(JMBl. 2007 S. 2, ber. S. 36)
    
      Zur Gewährleistung der schutzwürdigen Interessen und Belange der Bediensteten schließen das Bayerische Staatsministerium der Justiz sowie der Hauptpersonalrat und der Hauptrichterrat gemäß Art. 73 in Verbindung mit Art. 75a Abs. 1 Nr. 1 des Bayerischen Personalvertretungsgesetzes (BayPVG) sowie Art. 17 Abs. 1 Nr. 2 und Abs. 2, Art. 32 des Bayerischen Richtergesetzes (BayRiG) im Rahmen des Mitbestimmungsverfahrens zur Einführung und Anwendung des IT-Fachverfahrens forumSTAR samt Textsystem folgende Dienstvereinbarung:
    
    
    
    
    
    
    
    
  
"
BayVwV154227.html,01.01.2006,"
    
  
  
  
    
      
      
        
				Ausführungsbestimmungen zur Prüfungsordnung für die Anstellungsprüfung - II. Lehramtsprüfung - der Fachlehrer (ABFPO II)
        
					
					
				
        
					KWMBl. I 2006 S. 43
        
          
			
				2038.3.5-K
			
			 
			
				Ausführungsbestimmungen zur Prüfungsordnung 
			
			
				für die Anstellungsprüfung – II. Lehramtsprüfung – 
			
			
				der Fachlehrer (ABFPO II)
			
			 
			
				Bekanntmachung des Bayerischen Staatsministeriums 
			
			
				für Unterricht und Kultus
			
			 
			
				vom 12. Januar 2006 Az.: IV.6-5 S 7170-4.2 388
			
			 
			 
			1.Zum Vollzug der Prüfungsordnung für die Anstellungsprüfung (II. Lehramtsprüfung) der Fachlehrer – FPO II – vom 12. Dezember 1996 (GVBl S. 562, ber. GVBl 1997 S. 23, BayRS 2038-3-4-8-10-UK), geändert durch Verordnung vom 14. Dezember 2005, GVBl S. 698, wird Folgendes bestimmt bzw. wird auf Folgendes hingewiesen:
			"
BayVwV155123.html,01.08.2022,"
    
    2235.1.1.5-KDurchführung des Sportunterrichts in den Jahrgangsstufen 11 und 12 (achtjähriges Gymnasium) Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultusvom 1. Dezember 2008, Az. V.6-5 K 7400-3.67 902(KWMBl. 2009 S. 7)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultus über die Durchführung des Sportunterrichts in den Jahrgangsstufen 11 und 12 (achtjähriges Gymnasium) vom 1. Dezember 2008 (KWMBl.2009 S. 7), die durch Bekanntmachung vom 1. August 2022 (BayMBl. Nr. 484) geändert worden ist
    
    
    
    
    
    
  
"
BayVwV156869.html,01.01.2021,"
    
    2032.3-JBekanntmachung über die Gewährung von Lehrnebenvergütungen und von Vergütungen für Vorträge bei Aus- und Fortbildungsveranstaltungen im Geschäftsbereich des Bayerischen Staatsministeriums der Justiz Bekanntmachung des Bayerischen Staatsministeriums der Justizvom 25. Juni 2004, Az. 2103 - IV - 11555/03(JMBl. S. 130)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Justiz über die Bekanntmachung über die Gewährung von Lehrnebenvergütungen und von Vergütungen für Vorträge bei Aus- und Fortbildungsveranstaltungen im Geschäftsbereich des Bayerischen Staatsministeriums der Justiz vom 25. Juni 2004 (JMBl. S. 130), die zuletzt durch Bekanntmachung vom 31. August 2021 (BayMBl. Nr. 675) geändert worden ist
    
    
    
  
"
BayVwV159082.html,01.07.2021,"
    
    2038.3.5-KAusgestaltung der inhaltlichen Prüfungsanforderungen für die Erste Staatsprüfung nach Kapitel II der Lehramtsprüfungsordnung I zu den einzelnen Fächern (Kerncurricula) Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultusvom 2. Januar 2009, Az. III.8-5 S 4020-PRA.599(KWMBl. S. 34)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums für Unterricht und Kultus über die Ausgestaltung der inhaltlichen Prüfungsanforderungen für die Erste Staatsprüfung nach Kapitel II der Lehramtsprüfungsordnung I zu den einzelnen Fächern (Kerncurricula) vom 2. Januar 2009 (KWMBl. S. 34), die zuletzt durch Bekanntmachung vom 17. Juni 2021 (BayMBl. Nr. 478) geändert worden ist
    
    
    
    
  
"
BayVwV230264.html,01.11.2021,"
    
     2030-FVerwaltungsvorschriften zum Beamtenrecht (VV-BeamtR) Bekanntmachung des Bayerischen Staatsministeriums der Finanzen vom 13. Juli 2009, Az. 21-P 1003/1-023-19 952/09(FMBl. S. 190)(StAnz. Nr. 35)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen über die Verwaltungsvorschriften zum Beamtenrecht (VV-BeamtR) vom 13. Juli 2009 (FMBl. S. 190, StAnz. Nr. 35), die zuletzt durch Bekanntmachung vom 17. September 2021 (BayMBl. Nr. 718, Nr. 728) geändert worden ist
    
      Auf Grund von Art. 15 des Bayerischen Beamtengesetzes (BayBG) vom 29. Juli 2008 (GVBl S. 500, BayRS 2030-1-1-F), § 61 Abs. 6 der Verordnung über die Laufbahnen der bayerischen Beamtinnen und Beamten (LbV) vom 1. April 2009 (GVBl S. 51, BayRS 2030-2-1-2-F), § 25 der Verordnung über den Urlaub der bayerischen Beamten und Richter (Urlaubsverordnung – UrlV) vom 24. Juni 1997 (GVBl S. 173, ber. S. 486, BayRS 2030-2-25-F), zuletzt geändert durch Verordnung vom 1. April 2009 (GVBl S. 79), § 20 Satz 1 der Verordnung über die Nebentätigkeit der Beamten (Bayerischen Nebentätigkeitsverordnung – BayNV) vom 14. Juni 1988 (GVBl S. 160, ber. S. 210, BayRS 2030-2-22-F), zuletzt geändert durch Verordnung vom 1. April 2009 (GVBl S. 79) und § 7 Abs. 7 Satz 1 der Verordnung über die Arbeitszeit für den bayerischen öffentlichen Dienst (Arbeitszeitverordnung – AzV) vom 25. Juli 1995 (GVBl S. 409, BayRS 2030-2-20-F), zuletzt geändert durch Verordnung vom 1. April 2009 (GVBl S. 79), erlässt das Bayerische Staatsministerium der Finanzen im Benehmen – soweit erforderlich im Einvernehmen – mit der Bayerischen Staatskanzlei und den übrigen Staatsministerien zum Vollzug beamtenrechtlicher Bestimmungen folgende allgemeine Verwaltungsvorschriften:
    
    
    
    
    
  
"
BayVwV235695.html,01.01.2022,"
    
     2030.8.3-FErgänzende Bestimmungen zum Vollzug der Bayerischen Beihilfeverordnung (ErgBBayBhV) Bekanntmachung des Bayerischen Staatsministeriums der Finanzenvom 13. August 2009, Az. 25 - P 1820 - 0827 - 30 261/09(FMBl. S. 358)(StAnz. Nr. 35)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen über Ergänzende Bestimmungen zum Vollzug der Bayerischen Beihilfeverordnung (ErgBBayBhV) vom 13. August 2009 (FMBl. S. 358, StAnz. Nr. 35), die zuletzt durch Bekanntmachung vom 20. Juli 2022 (BayMBl. Nr. 455) geändert worden ist
    
    
    
  
"
BayVwV238759.html,01.05.2010,"
    
  
  
  
    
      
      
        2186-IAbwehr von Gefahren durch Kampfmittel
        
					
					Bekanntmachung des Bayerischen Staatsministeriums des Innernvom 15. April 2010, Az. ID4-2135.12-9
        (AllMBl. S. 136)
        Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums des Innern über die Abwehr von Gefahren durch Kampfmittel vom 15. April 2010 (AllMBl. S. 136)
        
          
			
				
					
									An die
								
								
									Gemeinden
								
							
									 
								
								
									Landratsämter
								
							
									 
								
								
									Polizeidienststellen
								
							
				
			
			 
			 
		
    
  

"
BayVwV244305.html,01.09.2018,"
    
     3100-JGeschäftsanweisung für die Geschäftsstellen der Gerichte in bürgerlichen Rechtsstreitigkeiten, Zwangsvollstreckungs- und Insolvenzverfahren (GAbRZwIns) Bekanntmachung des Bayerischen Staatsministeriums der Justiz und für Verbraucherschutzvom 2. November 2010, Az. 1463 - I - 3789/2008(JMBl. S. 110)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Justiz und für Verbraucherschutz über die Geschäftsanweisung für die Geschäftsstellen der Gerichte in bürgerlichen Rechtsstreitigkeiten, Zwangsvollstreckungs- und Insolvenzverfahren (GAbRZwIns) vom 2. November 2010 (JMBl. S. 110), die zuletzt durch Bekanntmachung vom 30. Juli 2018 (JMBl. S. 86) geändert worden ist
    
    
    
    
  
"
BayVwV246830.html,20.05.2022,"
    
     2030.11-FAllgemeine Regelungen des Landespersonalausschusses im Bereich des Laufbahn- und Prüfungsrechts (ARLPA) Bekanntmachung des Bayerischen Landespersonalausschussesvom 9. Dezember 2010, Az. L 3 O 1002-I/4-66(FMBl. 2011 S. 4)(StAnz. 2011 Nr. 1)
    Zitiervorschlag: Bekanntmachung des Bayerischen Landespersonalausschusses über Allgemeine Regelungen des Landespersonalausschusses im Bereich des Laufbahn- und Prüfungsrechts (ARLPA) vom 9. Dezember 2010 (FMBl. 2011 S. 4, StAnz.2011 Nr. 1), die zuletzt durch Bekanntmachung vom 20. Mai 2022 (BayMBl. Nr. 352) geändert worden ist
    
      Auf Grund des Art. 119 Abs. 1 Bayerisches Beamtengesetz (BayBG) vom 29. Juli 2008 (GVBl S. 500, BayRS 2030-1-1-F), zuletzt geändert durch § 4 des Gesetzes vom 5. August 2010 (GVBl S. 410, 605, ber. S. 764), erlässt der Landespersonalausschuss folgende allgemeine Regelungen:
    
    
    
    
    
  
"
BayVwV246838.html,01.07.2018,"
    
     2032-FBayerische Verwaltungsvorschriften zum Besoldungsrecht und Nebengebieten (BayVwVBes) Bekanntmachung des Bayerischen Staatsministeriums der Finanzenvom 22. Dezember 2010 Az. 23 - P 1502/1 - 022 - 16 997/10(FMBl. 2011 S. 9)(StAnz. 2011 Nr. 2)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Finanzen über die Bayerischen Verwaltungsvorschriften zum Besoldungsrecht und Nebengebieten (BayVwVBes) vom 22. Dezember 2010 (FMBl. 2011 S. 9, StAnz. 2011 Nr. 2), die zuletzt durch Bekanntmachung vom 22. Oktober 2018 (FMBl. S. 186) geändert worden ist
    
    
    
    
  
"
BayVwV249015.html,01.02.2021,"
    
     3002-JAnordnung über Organisation und Dienstbetrieb der Staatsanwaltschaften (OrgStA) Bekanntmachung des Bayerischen Staatsministeriums der Justiz und für Verbraucherschutzvom 16. März 2011, Az. 3262 - II - 3110/2010(JMBl. S. 53)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Justiz und für Verbraucherschutz über die Anordnung über Organisation und Dienstbetrieb der Staatsanwaltschaften (OrgStA) vom 16. März 2011 (JMBl. S. 53), die durch Bekanntmachung vom 11. Dezember 2020 (BayMBl. 2021 Nr. 13) geändert worden ist
    
    
    
    
    
    
    
  
"
BayVwV252304.html,01.10.2017,"
    
    3122.1-JNeufassung der Strafvollstreckungsordnung; Neufassung der Einforderungs- und Beitreibungsanordnung Bekanntmachung des Bayerischen Staatsministeriums der Justiz und für Verbraucherschutzvom 25. Juli 2011, Az. 4300 - II - 276/96(JMBl. S. 82, ber. S. 162)
    Zitiervorschlag: Bekanntmachung des Bayerischen Staatsministeriums der Justiz und für Verbraucherschutz über die Neufassung der Strafvollstreckungsordnung; Neufassung der Einforderungs- und Beitreibungsanordnung vom 25. Juli 2011 (JMBl. S. 82, ber. S. 162), die durch Bekanntmachung vom 28. August 2017 (JMBl. S. 197) geändert worden ist
    
    
  
"
BayVwV263703.html,01.06.2020,"
    
     806-GPrüfungsordnung für die Durchführung von Prüfungen zum Nachweis berufs- und arbeitspädagogischer Fertigkeiten, Kenntnisse und Fähigkeiten für die Ausbildung der Sozialversicherungsfachangestellten der Fachrichtung allgemeine Krankenversicherung (AEPO-KV) Bekanntmachung des Bayerischen Landesamts für Gesundheit und Lebensmittelsicherheitvom 25. April 2012, Az. 0610-AdA-2012-0425(AllMBl. S. 456)
    Zitiervorschlag: Bekanntmachung des Bayerischen Landesamts für Gesundheit und Lebensmittelsicherheit über die Prüfungsordnung für die Durchführung von Prüfungen zum Nachweis berufs- und arbeitspädagogischer Fertigkeiten, Kenntnisse und Fähigkeiten für die Ausbildung der Sozialversicherungsfachangestellten der Fachrichtung allgemeine Krankenversicherung (AEPO-KV) vom 25. April 2012 (AllMBl. S. 456), die durch Bekanntmachung vom 22. Mai 2020 (BayMBl. Nr. 328) geändert worden ist
    
      Auf Grund von § 4 Abs. 5 Satz 2 der Ausbilder-Eignungsverordnung vom 21. Januar 2009 (BGBl I S. 88) erlässt das Bayerische Landesamt für Gesundheit und Lebensmittelsicherheit als zuständige Stelle nach § 73 Abs. 2 des Berufsbildungsgesetzes (BBiG) vom 23. März 2005 (BGBl I S. 931), zuletzt geändert durch Art. 24 des Gesetzes vom 20. Dezember 2011 (BGBl I S. 2854), Art. 5 Abs. 1 Satz 2 des Gesetzes zur Ausführung des Berufsbildungsgesetzes (AGBBiG) vom 29. September 1993 (GVBl S. 754, BayRS 800-21-1-A), zuletzt geändert durch Gesetz vom 24. Juni 2005 (GVBl S. 197), in Verbindung mit § 14a der Verordnung zur Umsetzung des Berufsbildungsgesetzes und der Handwerksordnung (BBiGHwOV) vom 24. Juli 2007 (GVBl S. 579, BayRS 800-21-21-A), zuletzt geändert durch Verordnung vom 15. April 2010 (GVBl S. 202), mit Zustimmung des Bayerischen Staatsministeriums für Umwelt und Gesundheit folgende vom Berufsbildungsausschuss am 18. April 2012 beschlossene Prüfungsordnung:
    
    
    
    
    
    
    
    
  
"
